2.0 735.0 40.2 49.2 4.2 0.0
1.0 1176.0 50.4 63.0 1.8 0.0
2.0 1326.0 43.8 63.8 8.6 0.064
1.0 956.0 54.6 69.6 2.0 0.0
2.0 556.0 48.0 43.6 2.4 0.0
3.0 545.0 60.4 82.8 6.4 0.028
1.0 601.0 57.8 82.0 3.2 0.0
1.0 576.0 39.2 60.2 4.6 0.0
2.0 915.5 47.8 64.8 1.0 0.0
1.0 769.0 58.2 86.0 7.0 0.94
0.0 740.0 40.2 49.2 4.2 0.0
1.0 329.0 50.0 66.6 8.4 0.0
2.0 599.0 39.2 60.2 4.6 0.0
1.0 91897.0 51.4 63.4 1.2 0.0
1.0 369.0 44.4 59.4 1.4 0.0
1.0 833.0 59.8 81.2 3.0 0.028
1.0 542.5 43.2 51.0 3.4 0.0
1.0 1494.0 51.6 56.8 10.4 0.0
1.0 812.0 53.0 80.4 6.0 0.104
2.0 1475.5 51.4 63.4 1.2 0.0
2.0 2531.0 50.4 66.2 1.4 0.0
2.0 805.0 59.6 79.4 7.4 0.002
1.0 816.0 43.8 63.8 8.6 0.064
3.0 1650.0 51.4 63.4 1.2 0.0
2.0 1061.66666667 50.4 63.0 1.8 0.0
1.0 805.0 56.0 76.6 8.6 0.306
2.0 1251.5 41.0 60.2 1.2 0.0
1.0 708.0 40.6 50.8 2.2 0.0
1.0 611.0 60.8 84.2 10.8 0.93
1.0 444.0 46.2 70.8 2.2 0.0
1.0 410.0 55.0 78.2 7.2 0.024
1.0 825.0 47.4 65.4 1.0 0.0
1.0 577.0 51.0 72.0 2.0 0.0
1.0 673.0 48.8 71.8 3.8 0.0
1.0 7644.0 53.2 73.2 4.8 0.078
1.0 944.0 58.8 83.0 2.8 0.0
1.0 877.0 59.6 79.4 7.4 0.002
1.0 1104.0 48.0 71.2 2.2 0.0
1.0 744.0 52.8 78.2 5.0 0.0
