581 48.8 71.8 3.8 0.0
1620 58.0 83.0 2.2 0.004
157 43.2 51.0 3.4 0.0
530 58.8 83.0 2.8 0.0
274 47.8 64.8 1.0 0.0
448 61.0 86.0 12.0 1.43
406 46.0 67.0 4.0 0.0
307 57.8 82.0 3.2 0.0
401 53.0 80.4 6.0 0.104
552 40.6 50.8 2.2 0.0
722 50.4 82.2 1.8 0.004
2582 56.0 60.0 7.0 0.0
495 57.6 81.4 2.0 0.014
528 59.6 79.4 7.4 0.002
128 56.0 76.6 8.6 0.306
1223 60.0 83.4 4.4 0.018
16892 53.0 87.0 3.0 0.48
294 53.2 63.8 1.6 0.0
1432 50.6 61.4 7.4 0.0
2209 51.4 63.4 1.2 0.0
721 62.8 79.4 5.0 0.094
530 52.0 64.0 1.2 0.0
331 50.0 66.6 8.4 0.0
342 55.8 80.6 9.4 0.114
1035 54.6 69.6 2.0 0.0
466 44.4 59.4 1.4 0.0
252 60.6 76.8 3.6 0.002
446 48.0 71.2 2.2 0.0
358 50.6 72.8 4.2 0.0
289 52.8 78.2 5.0 0.0
277 51.4 61.8 1.2 0.0
338 53.2 82.6 12.2 0.564
388 60.4 82.8 6.4 0.028
