361 69.0 76.0 8.0 0.0
399 69.0 69.0 8.0 0.0
330 64.8 71.0 7.6 0.0
415 60.0 73.6 3.2 0.0
2496 65.8 68.8 5.6 0.0
538 57.4 81.8 4.0 0.0
1050 64.0 73.0 5.0 0.0
424 57.0 50.0 6.0 0.0
514 62.0 68.0 9.0 0.01
634 63.8 75.4 8.2 0.0
540 55.0 93.0 4.0 0.66
3269 70.8 74.0 7.4 0.0
22580 55.2 76.6 2.6 0.0
1018 71.4 67.6 4.6 0.0
453 57.0 73.0 4.4 0.0
469 64.8 78.0 6.2 0.0
477 67.0 43.6 4.4 0.0
623 55.8 67.0 1.8 0.0
1316 56.6 69.0 5.2 0.0
607 55.0 63.0 5.0 0.0
508 66.2 73.6 6.2 0.0
468 69.0 67.0 9.0 0.0
353 65.4 46.8 3.6 0.0
737 64.2 43.4 3.2 0.0
397 67.6 59.4 5.4 0.0
601 60.6 68.2 3.8 0.0
369 58.0 74.0 2.6 0.0
440 60.6 58.2 2.0 0.0
332 62.8 51.0 3.2 0.0
464 60.4 62.6 4.4 0.0
666 65.6 70.6 4.8 0.0
1441 58.4 78.2 3.8 0.0
305 55.4 68.6 3.6 0.0
533 66.0 79.0 7.0 0.0
674 72.2 70.0 7.6 0.0
662 61.8 59.2 5.2 0.0
343 65.0 74.0 7.0 0.0
454 52.2 73.6 3.2 0.0
287 62.0 60.2 11.8 0.0
489 51.0 63.0 2.0 0.0
591 68.0 65.0 6.0 0.0
351 53.0 69.2 1.0 0.0
275 60.8 58.6 3.2 0.0
646 68.6 71.2 7.2 0.0
1109 65.0 64.6 9.6 0.0
3598 60.6 66.4 6.6 0.0
964 66.8 70.0 6.8 0.0
428 63.0 72.0 8.0 0.0
403 62.0 80.0 9.0 0.0
670 56.0 83.0 4.0 0.0
873 56.6 66.6 2.4 0.0
6712 72.2 63.6 5.0 0.0
568 70.6 73.4 6.6 0.002
1047 70.0 66.8 7.2 0.0
419 61.8 69.2 3.4 0.0
707 54.8 53.8 4.8 0.0
2910 71.6 43.0 3.6 0.0
489 53.8 70.8 1.2 0.0
846 70.0 66.8 4.6 0.0
435 69.0 32.0 6.6 0.0
415 59.2 62.4 4.2 0.0
703 63.0 60.2 6.4 0.0
279 68.8 66.6 6.8 0.0
319 55.6 64.6 6.4 0.002
611 65.4 70.0 6.8 0.0
864 69.0 76.8 6.4 0.0
512 60.0 60.0 7.0 0.0
600 69.0 66.0 9.0 0.0
260 57.8 77.2 3.4 0.0
697 66.0 69.0 10.0 0.0
538 68.0 67.0 7.0 0.0
432 56.0 86.0 5.0 0.01
1120 67.2 73.2 5.6 0.0
400 67.6 72.2 7.0 0.0
543 58.8 46.6 3.0 0.0
571 68.6 56.8 5.0 0.0
654 67.4 74.0 6.8 0.0
617 68.8 64.2 7.2 0.342
448 57.0 69.0 4.0 0.0
452 62.0 65.0 4.0 0.0
330 62.0 46.6 8.4 0.0
699 65.2 42.4 2.4 0.0
459 60.0 72.0 5.0 0.0
569 65.0 72.0 7.0 0.0
1023 54.0 69.2 6.0 0.0
377 55.4 66.0 6.0 0.0
484 53.2 73.8 3.0 0.0
598 69.8 54.2 4.2 0.0
667 67.2 35.6 2.4 0.0
201 60.0 81.0 4.0 0.01
584 67.4 64.2 5.6 0.0
468 60.0 61.0 3.0 0.0
443 55.2 57.6 3.0 0.0
653 66.0 46.0 7.0 0.0
234 61.0 80.0 8.0 0.32
421 57.0 82.0 6.0 0.0
1038 55.2 78.6 4.0 0.0
477 68.0 66.0 5.0 0.0
2028 67.0 69.0 8.0 0.0
209 57.8 36.0 6.0 0.0
451 62.6 64.8 4.4 0.0
407 65.4 76.0 6.2 0.32
209 56.4 79.2 4.6 0.208
574 62.8 50.8 6.4 0.0
709 65.6 75.0 8.0 0.0
418 65.8 66.2 4.6 0.0
1305 67.2 67.8 5.6 0.0
447 69.2 53.0 4.8 0.0
16073 58.6 73.2 3.4 0.0
471 62.0 77.0 7.0 0.0
684 72.4 50.0 3.8 0.0
1435 69.2 72.8 5.2 0.0
442 58.4 70.0 2.8 0.0
654 59.0 50.6 1.2 0.0
12338 62.0 64.2 3.4 0.0
443 57.8 61.4 2.4 0.0
398 60.0 86.0 7.0 0.2
678 51.6 69.0 1.4 0.0
627 72.0 47.0 5.0 0.0
408 60.2 70.2 6.8 0.042
244 60.0 66.8 5.2 0.0
578 61.4 61.0 3.6 0.0
555 64.0 71.0 9.0 0.0
416 68.0 71.0 8.0 0.0
446 70.0 62.0 7.0 0.0
631 63.2 68.8 8.8 0.0
405 61.0 56.0 4.0 0.11
5095 54.8 63.2 2.4 0.0
1494 60.8 76.4 3.0 0.0
620 62.8 61.0 6.2 0.0
407 61.0 80.0 9.0 0.0
3315 68.6 68.8 5.8 0.0
707 71.8 53.2 3.8 0.0
522 64.0 75.0 4.0 0.01
442 64.8 64.6 2.4 0.0
