2.0 551.0 55.0 78.2 7.2 0.024
2.0 721.823529412 58.0 76.2 2.8 0.004
3.0 769.5 60.4 82.8 6.4 0.028
2.0 485.333333333 43.6 65.4 5.4 0.122
2.0 949.0 48.0 71.2 2.2 0.0
1.0 547.166666667 40.6 50.8 2.2 0.0
2.0 28585.0 53.2 82.6 12.2 0.564
1.0 440.5 43.8 63.8 8.6 0.064
2.0 459.894736842 52.8 78.2 5.0 0.0
3.0 228.5 53.2 63.8 1.6 0.0
0.0 184.0 59.8 81.2 3.0 0.028
3.0 292.0 47.0 62.0 5.0 0.0
2.0 18653.0 52.6 82.2 3.0 0.172
2.0 627.095238095 57.8 82.0 3.2 0.0
1.0 3330.0 50.0 49.0 7.0 0.0
2.0 392.615384615 40.2 49.2 4.2 0.0
2.0 455.157894737 60.6 76.8 3.6 0.002
0.0 267.0 50.6 72.8 4.2 0.0
2.0 431.142857143 58.0 90.0 9.0 1.18
3.0 529.5 54.0 83.0 8.0 0.13
3.0 25922.2 50.6 72.8 4.2 0.0
3.0 530.0 50.6 61.4 7.4 0.0
1.0 396.227272727 46.0 67.0 4.0 0.0
3.0 420.666666667 44.4 59.4 1.4 0.0
0.0 421.0 61.6 80.6 4.6 0.006
0.0 585.333333333 57.8 82.0 3.2 0.0
3.0 532.0 59.6 79.4 7.4 0.002
1.0 3331.25 47.4 65.4 1.0 0.0
2.0 13195.0 56.0 76.6 8.6 0.306
3.0 546.0 57.0 89.0 3.0 0.0
2.0 442.25 50.0 66.6 8.4 0.0
2.0 582.5 50.2 54.2 8.2 0.0
2.0 385.0 58.0 83.0 2.2 0.004
1.0 452.052631579 60.0 87.0 8.0 0.1
0.0 225.0 57.6 81.4 2.0 0.014
0.0 188.0 52.0 64.0 1.2 0.0
1.0 1104.33333333 52.6 46.0 2.0 0.0
1.0 438.571428571 55.8 80.6 9.4 0.114
1.0 408.277777778 58.8 83.0 2.8 0.0
2.0 466.421052632 43.2 51.0 3.4 0.0
3.0 560.5 58.0 90.0 9.0 1.18
2.0 491.928571429 51.4 61.8 1.2 0.0
1.0 388.466666667 43.0 56.0 3.0 0.0
