2 54 2462.3 0.0 58.4 68.8 5.0 0.0
3 27 353.0 0.0 53.0 69.0 5.0 0.0
1 2 316.5 3.0 41.0 60.2 1.2 0.0
1 30 953.0 0.0 56.6 57.2 7.0 0.0
2 7 561.8 1.0 68.0 70.4 8.0 0.0
3 75 510.5 1.0 68.0 71.2 8.4 0.0
2 57 528.125 0.0 58.6 66.0 5.2 0.0
3 48 1016.5 2.0 69.8 54.2 4.2 0.0
2 77 480.357142857 0.0 50.6 85.6 7.2 0.458
1 80 519.0 2.0 71.6 43.0 3.6 0.0
1 77 892.666666667 0.0 52.4 62.2 7.0 0.002
2 32 446.0 3.0 60.0 83.4 4.4 0.018
2 72 1523.09090909 2.0 64.0 48.6 3.4 0.0
2 49 344.0 0.0 61.0 71.0 13.0 0.0
2 34 776.0 2.0 55.4 66.0 6.0 0.0
1 72 575.444444444 2.0 55.2 57.6 3.0 0.0
0 62 213.0 0.0 55.0 86.0 5.0 0.0
3 27 255.0 2.0 61.4 61.0 3.6 0.0
2 57 7489.25 1.0 69.0 72.2 6.8 0.0
3 75 287.0 0.0 58.4 50.0 4.4 0.0
1 12 449.0 3.0 48.0 43.6 2.4 0.0
2 48 780.615384615 0.0 58.0 68.0 9.0 0.0
1 67 574.285714286 3.0 52.0 64.0 1.0 0.0
1 6 317.0 1.0 74.2 60.2 6.0 0.0
2 80 729.0 2.0 64.8 64.6 2.4 0.0
1 60 534.5 0.0 56.8 79.6 10.8 0.544
3 72 580.25 0.0 58.0 75.0 9.0 0.0
1 54 406.666666667 0.0 55.6 85.8 5.0 0.006
2 29 413.0 0.0 55.6 61.4 3.8 0.0
2 50 781.222222222 0.0 67.2 36.4 7.4 0.0
2 76 517.2 3.0 56.0 76.6 8.6 0.306
1 84 523.666666667 0.0 50.0 75.2 4.8 0.0
1 48 741.0 3.0 54.0 54.0 2.0 0.0
2 35 8482.0 0.0 54.4 66.8 4.8 0.0
0 63 108.0 2.0 64.8 78.0 6.2 0.0
3 75 491.0 0.0 59.6 71.6 7.0 0.0
2 82 488.933333333 0.0 58.4 71.0 2.2 0.0
2 4 247.0 0.0 56.4 45.6 2.4 0.0
3 76 609.75 2.0 68.4 73.0 8.4 0.0
2 66 490.6 3.0 51.4 61.8 1.2 0.0
2 55 531.5 2.0 56.8 88.4 5.4 0.348
3 70 592.5 0.0 58.0 78.2 4.4 0.0
1 30 259.666666667 1.0 65.6 57.4 6.6 0.0
2 2 235.0 3.0 56.0 76.6 8.6 0.306
2 66 552.166666667 0.0 49.6 73.2 3.0 0.0
0 67 585.0 2.0 58.2 70.0 4.0 0.0
3 42 362.5 0.0 53.4 81.8 4.6 0.004
1 6 668.0 0.0 52.8 70.0 1.8 0.0
3 46 219.0 1.0 71.0 69.0 7.6 0.0
2 45 447.666666667 0.0 57.4 53.0 6.2 0.0
1 58 431.0 2.0 60.8 58.6 3.2 0.0
2 54 978.714285714 1.0 68.0 73.0 11.0 0.0
1 22 225.0 0.0 59.2 68.6 8.2 0.02
3 41 921.0 2.0 69.2 70.4 5.0 0.0
2 65 497.0 2.0 67.0 72.0 9.0 0.0
0 60 576.0 2.0 63.6 79.6 5.0 0.0
1 46 686.833333333 2.0 65.2 42.4 2.4 0.0
1 46 576.0 2.0 54.0 69.2 6.0 0.0
2 61 650.628571429 0.0 56.0 72.0 15.0 0.0
1 50 1194.32 2.0 57.8 61.4 2.4 0.0
2 82 466.0 3.0 56.0 76.6 8.6 0.306
1 55 590.7 2.0 68.6 71.2 7.2 0.0
2 63 807.153846154 0.0 56.8 69.0 8.6 0.0
1 8 241.0 2.0 59.0 60.0 8.0 0.0
2 45 459.4 2.0 55.2 52.2 3.6 0.0
2 70 990.56 0.0 56.0 65.6 5.8 0.014
2 71 661.6 0.0 60.4 60.0 12.8 0.0
1 6 369.0 2.0 65.6 75.0 8.0 0.0
1 61 469.75 3.0 55.8 80.6 9.4 0.114
1 84 552.5 0.0 58.2 57.0 3.0 0.0
3 69 488.0 0.0 67.4 59.0 6.8 0.0
0 76 438.0 0.0 63.0 70.0 6.0 0.0
2 2 11207.375 0.0 59.4 69.8 10.0 0.054
2 59 613.5 0.0 59.8 69.0 6.0 0.214
0 60 564.0 1.0 70.4 48.2 6.0 0.0
1 59 994.75 2.0 68.6 71.2 7.2 0.0
1 83 221.0 0.0 57.0 72.0 5.0 0.0
1 7 1126.0 0.0 53.0 43.0 1.0 0.0
2 68 865.25 2.0 66.8 70.0 6.8 0.0
3 71 976.666666667 2.0 62.8 50.8 6.4 0.0
2 69 495.0 0.0 62.8 65.8 9.0 0.0
2 39 395.666666667 0.0 61.6 77.2 18.0 0.696
3 3 917.666666667 2.0 56.0 80.2 3.0 0.002
1 47 530.8 2.0 65.2 72.2 3.2 0.002
3 65 525.0 1.0 69.8 70.8 6.6 0.0
2 50 828.928571429 0.0 57.0 79.0 5.0 0.0
1 62 421.461538462 0.0 62.0 62.4 11.0 0.0
2 4 192.666666667 0.0 52.4 81.0 2.6 0.0
0 55 676.5 1.0 77.2 53.0 6.0 0.0
2 11 259.0 0.0 59.8 57.8 6.2 0.0
1 30 239.0 2.0 57.8 61.4 2.4 0.0
3 68 325.0 0.0 62.8 67.0 6.4 0.0
1 59 607.0 0.0 60.8 68.2 6.8 0.0
3 41 674.5 3.0 61.6 80.6 4.6 0.006
2 77 1206.33333333 1.0 68.6 68.4 7.0 0.0
3 70 564.3 2.0 65.2 42.4 2.4 0.0
2 14 739.5 2.0 63.4 76.6 6.2 0.35
1 37 259.5 0.0 60.0 37.0 6.0 0.0
3 59 219.0 0.0 51.8 77.6 1.6 0.0
3 60 337.0 0.0 51.8 77.6 1.6 0.0
0 69 429.5 2.0 66.8 70.0 6.8 0.0
3 28 466.0 0.0 58.4 81.6 3.2 0.0
1 71 486.428571429 1.0 70.4 48.2 6.0 0.0
1 10 281.5 1.0 69.6 66.0 7.0 0.0
3 73 334.0 0.0 54.0 35.0 7.0 0.0
1 65 522.071428571 0.0 57.0 74.4 5.6 0.0
1 32 261.666666667 2.0 65.4 76.0 6.2 0.32
2 64 393.368421053 0.0 54.0 72.0 4.4 0.0
2 30 294.0 0.0 55.6 61.4 3.8 0.0
0 27 225.0 0.0 56.0 77.0 6.0 0.88
1 63 384.0 1.0 64.8 74.6 8.4 0.0
1 9 903.0 0.0 60.0 74.0 9.6 0.0
2 45 620.0 2.0 56.0 69.6 4.0 0.0
2 47 647.0 2.0 66.0 67.0 7.0 0.0
2 34 476.0 2.0 65.6 75.0 8.0 0.0
2 41 1009.5 3.0 50.2 54.2 8.2 0.0
0 51 546.0 1.0 67.0 78.0 7.0 0.0
2 82 3492.9 1.0 66.0 69.4 7.6 0.0
1 45 460.0 0.0 50.6 85.6 7.2 0.458
0 67 245.0 0.0 61.4 65.8 4.2 0.0
3 49 179.0 1.0 68.0 66.0 7.4 0.0
2 6 340.75 0.0 59.8 69.0 9.0 0.0
3 51 345.5 2.0 61.0 66.0 2.0 0.0
0 67 4178.5 0.0 57.8 47.8 6.8 0.0
1 9 616.0 2.0 69.0 58.0 5.0 0.0
2 41 815.333333333 2.0 65.4 73.2 5.2 0.0
1 82 441.0 0.0 57.8 68.0 9.0 0.0
2 69 7204.0 0.0 57.6 65.4 6.0 0.0
1 76 8524.5 2.0 72.4 50.0 3.8 0.0
2 68 510.333333333 2.0 64.8 74.6 9.0 0.106
3 76 482.0 0.0 58.2 71.2 8.6 0.0
2 34 1692.25 0.0 52.4 60.8 2.2 0.0
0 49 786.0 0.0 46.4 37.2 6.2 0.0
0 67 543.0 0.0 60.4 78.8 7.2 0.0
2 4 249.6 0.0 59.4 77.0 4.6 0.0
1 70 686.514705882 1.0 66.8 72.4 7.2 0.0
2 77 1480.66666667 2.0 54.6 66.8 1.6 0.0
0 77 222.0 0.0 64.0 61.2 11.6 0.0
1 10 122.5 2.0 58.4 78.2 3.8 0.0
1 46 10748.6666667 3.0 56.0 76.6 8.6 0.306
1 56 529.555555556 1.0 67.8 73.0 7.2 0.0
2 68 476.85 2.0 68.8 66.6 6.8 0.0
2 49 957.0 0.0 63.6 70.6 8.0 0.0
1 64 509.625 0.0 62.4 71.8 6.0 0.056
2 64 806.5 2.0 69.0 53.0 4.0 0.0
2 49 1242.33333333 0.0 57.0 74.4 5.6 0.0
2 7 363.0 0.0 61.2 70.0 6.0 0.0
3 57 446.2 2.0 55.2 52.2 3.6 0.0
1 54 2183.4 0.0 65.6 60.0 4.0 0.0
1 48 527.0 2.0 55.0 65.0 2.0 0.0
1 2 492.727272727 1.0 69.0 73.0 6.8 0.0
3 70 575.6 0.0 61.0 58.0 11.0 0.0
3 5 335.0 3.0 58.0 76.2 2.8 0.004
1 33 563.0 0.0 51.8 77.6 1.6 0.0
1 42 629.0 1.0 65.2 63.8 10.2 0.0
2 46 7177.14285714 2.0 57.8 61.4 2.4 0.0
1 29 245.0 0.0 57.8 68.0 9.0 0.0
2 50 855.888888889 2.0 67.6 59.4 5.4 0.0
1 16 750.0 0.0 58.6 71.0 8.6 0.0
3 37 244.0 3.0 51.4 60.0 1.0 0.0
1 54 626.5 3.0 46.2 70.8 2.2 0.0
1 72 534.923076923 0.0 59.8 57.8 6.2 0.0
2 3 1004.5 3.0 58.0 83.0 2.2 0.004
1 63 566.75 0.0 54.0 83.0 3.0 0.0
1 8 270.0 3.0 48.0 63.0 3.0 0.0
1 7 504.5 3.0 50.6 72.8 4.2 0.0
2 49 630.636363636 0.0 53.8 57.8 9.0 0.0
3 51 474.666666667 1.0 77.2 53.0 6.0 0.0
1 54 603.3125 1.0 64.2 70.6 8.0 0.0
2 74 869.518518519 1.0 68.0 70.0 8.0 0.0
3 68 425.0 0.0 60.2 76.8 6.4 0.0
3 3 629.0 0.0 57.8 73.4 11.2 0.178
0 72 396.0 0.0 58.0 45.0 2.0 0.0
1 68 370.333333333 1.0 69.8 71.2 6.6 0.0
3 72 546.0 3.0 39.0 60.0 6.0 0.0
0 30 242.0 1.0 66.4 65.0 9.0 0.0
1 33 566.0 1.0 70.6 67.2 7.0 0.0
3 24 345.5 2.0 72.0 72.0 4.0 0.0
1 57 467.75 0.0 53.2 55.0 1.8 0.0
2 28 546.75 0.0 60.8 67.4 6.6 0.0
3 6 266.0 2.0 57.8 77.2 3.4 0.0
2 37 1206.66666667 2.0 64.0 48.6 3.4 0.0
1 37 248.0 2.0 72.2 70.0 7.6 0.0
2 42 301.0 2.0 55.2 75.8 7.8 0.002
1 59 961.181818182 1.0 67.8 68.8 6.8 0.0
3 49 766.0 0.0 67.8 42.8 4.8 0.0
1 57 432.5 1.0 63.2 70.4 9.6 0.0
1 22 226.0 3.0 41.0 60.2 1.2 0.0
2 29 460.0 0.0 63.8 72.2 7.8 0.0
2 13 462.0 1.0 65.2 63.8 10.2 0.0
0 54 618.0 0.0 48.8 70.8 5.8 0.0
1 73 523.2 0.0 63.0 68.0 4.8 0.0
2 6 1071.6 2.0 69.8 67.6 6.6 0.0
2 55 535.736842105 0.0 57.0 55.4 3.2 0.0
1 32 247.0 0.0 68.6 59.6 3.6 0.0
1 25 34952.0 0.0 56.0 79.0 1.0 0.0
3 60 811.444444444 1.0 72.4 64.6 6.6 0.0
3 62 580.5 2.0 58.0 74.0 2.6 0.0
2 73 3360.57142857 2.0 66.0 67.0 7.0 0.0
3 55 553.0 1.0 67.6 66.8 6.2 0.0
2 47 578.0 2.0 56.8 88.4 5.4 0.348
2 69 578.307692308 2.0 65.4 70.0 6.8 0.0
2 66 497.454545455 0.0 57.8 68.0 9.0 0.0
1 42 643.0 2.0 54.0 69.2 6.0 0.0
3 62 729.5 2.0 57.8 36.0 6.0 0.0
0 13 414.0 1.0 68.2 68.8 8.0 0.0
2 50 1809.94444444 2.0 62.0 46.6 8.4 0.0
2 36 800.0 0.0 52.4 60.8 2.2 0.0
3 8 1052.75 1.0 72.6 70.4 7.2 0.0
3 39 424.75 0.0 66.0 61.0 8.0 0.0
3 73 714.333333333 0.0 57.4 67.2 5.6 0.0
1 75 449.583333333 1.0 68.0 70.4 8.0 0.0
0 71 378.0 0.0 57.2 59.0 3.4 0.0
3 69 985.666666667 1.0 67.0 73.0 12.0 0.0
2 56 439.555555556 0.0 57.2 73.6 2.8 0.0
1 8 257.75 2.0 60.0 63.0 3.0 0.0
3 73 756.5 0.0 67.4 59.0 6.8 0.0
1 71 408.727272727 1.0 70.8 58.2 8.2 0.0
1 46 633.166666667 1.0 68.6 58.8 7.0 0.0
3 71 618.666666667 2.0 67.2 67.8 5.6 0.0
1 48 4188.4 1.0 61.0 74.0 9.0 0.0
1 56 544.642857143 3.0 43.2 51.0 3.4 0.0
2 66 656.833333333 0.0 53.0 54.6 1.4 0.0
3 69 396.0 0.0 55.4 89.2 2.6 0.0
1 32 398.0 2.0 67.6 72.2 7.0 0.0
2 76 588.0 3.0 48.8 71.8 3.8 0.0
2 65 479.0 0.0 59.6 82.4 7.8 0.09
2 73 4060.375 0.0 55.8 81.4 3.4 0.006
2 58 761.2 1.0 70.8 58.2 8.2 0.0
2 6 1239.25 0.0 58.0 65.8 7.8 0.0
1 3 182.0 0.0 48.8 70.8 5.8 0.0
2 82 490.416666667 0.0 59.4 77.0 4.6 0.0
3 71 876.0 2.0 67.2 71.2 7.2 0.0
3 60 1376.6 3.0 44.8 62.4 2.4 0.0
1 39 472.3 2.0 55.4 66.0 6.0 0.0
2 64 491.294117647 3.0 50.6 72.8 4.2 0.0
1 68 405.333333333 3.0 41.0 60.2 1.2 0.0
1 47 344.0 3.0 58.8 83.0 2.8 0.0
2 74 1814.875 3.0 50.2 54.2 8.2 0.0
1 58 562.75 0.0 58.4 81.6 3.2 0.0
2 54 745.0 2.0 66.0 46.0 7.0 0.0
2 36 699.0 1.0 68.0 73.0 9.0 0.0
0 62 822.0 0.0 53.4 70.4 7.4 0.0
2 30 253.0 3.0 46.0 69.0 1.0 0.0
3 12 1327.5 2.0 68.2 75.2 5.8 0.0
3 39 643.0 2.0 67.8 68.6 4.0 0.0
1 71 530.636363636 2.0 51.6 69.0 1.4 0.0
1 31 214.0 0.0 54.0 72.0 4.4 0.0
0 68 465.0 2.0 69.6 68.8 4.8 0.0
3 45 253.0 0.0 62.4 55.4 5.8 0.0
1 66 355.5 1.0 62.4 67.4 8.0 0.0
1 45 876.0 2.0 59.8 85.6 5.8 0.194
3 45 569.75 0.0 70.0 47.0 6.0 0.0
3 62 316.2 2.0 67.4 64.2 5.6 0.0
1 75 397.166666667 0.0 58.0 78.2 4.4 0.0
1 60 3492.5 0.0 63.0 57.2 7.8 0.0
2 49 264.5 0.0 60.0 45.0 7.8 0.0
1 66 786.0 0.0 53.4 81.8 4.6 0.004
2 72 479.857142857 2.0 55.4 68.6 3.6 0.0
2 26 527.0 0.0 58.4 58.2 8.2 0.0
2 34 1996.0 0.0 56.0 75.0 8.0 0.0
0 59 599.0 2.0 58.6 73.2 3.4 0.0
3 48 214.0 0.0 61.6 42.8 10.6 0.0
1 42 484.0 2.0 57.0 73.0 4.4 0.0
2 66 329.0 0.0 49.0 75.8 8.0 0.22
1 5 1684.0 2.0 68.6 56.8 5.0 0.0
0 50 197.5 3.0 41.0 60.2 1.2 0.0
1 58 28731.0 0.0 51.6 66.2 8.6 0.0
0 4 230.0 0.0 56.2 80.4 3.6 0.0
2 6 378.5 2.0 53.0 69.2 1.0 0.0
0 54 658.0 0.0 59.6 66.8 6.2 0.0
2 48 693.0 0.0 66.0 61.0 8.0 0.0
1 3 337.0 2.0 64.2 43.4 3.2 0.0
3 77 499.666666667 0.0 67.8 42.8 4.8 0.0
2 22 1568.5 0.0 55.0 72.0 5.0 0.0
2 51 633.333333333 2.0 57.6 66.8 2.0 0.0
3 77 345.0 2.0 69.2 53.0 4.8 0.0
2 64 637.0 0.0 61.8 67.6 10.8 0.0
0 84 507.0 1.0 74.2 60.2 6.0 0.0
1 83 218.0 0.0 60.0 77.0 4.0 0.0
1 48 601.5 2.0 53.2 73.8 3.0 0.0
2 48 1135.16666667 2.0 61.4 68.4 4.2 0.0
2 50 686.875 2.0 53.4 63.6 3.2 0.0
0 42 1333.0 2.0 62.6 71.4 6.2 0.002
1 37 262.0 3.0 58.2 86.0 7.0 0.94
1 73 553.333333333 3.0 58.0 83.0 2.2 0.004
1 49 505.6 0.0 56.4 67.4 4.2 0.0
3 69 189.0 2.0 56.0 69.0 6.0 0.0
1 63 593.0 2.0 67.2 67.8 5.6 0.0
1 41 540.4 2.0 57.0 73.0 4.4 0.0
0 39 317.0 0.0 54.0 72.0 4.4 0.0
1 71 2691.91666667 1.0 69.8 71.2 6.6 0.0
3 47 320.0 0.0 60.0 64.0 6.0 0.0
2 72 3205.0 2.0 69.2 70.4 5.0 0.0
2 14 889.5 0.0 54.0 60.0 5.0 0.0
2 59 538.8 0.0 53.4 81.8 4.6 0.004
3 65 430.75 0.0 53.8 76.8 3.4 0.0
1 61 580.461538462 3.0 46.2 70.8 2.2 0.0
3 41 813.5 1.0 69.8 71.2 6.6 0.0
3 74 672.0 1.0 69.0 71.0 8.0 0.0
2 47 9974.0 0.0 55.8 81.4 3.4 0.006
3 51 1159.0 2.0 61.4 61.0 3.6 0.0
0 49 344.0 1.0 69.8 67.8 7.6 0.0
2 60 1603.61538462 3.0 43.2 51.0 3.4 0.0
1 10 328.333333333 2.0 51.6 69.0 1.4 0.0
1 77 433.0 1.0 68.4 75.0 6.2 0.0
0 4 308.0 0.0 63.2 62.4 6.4 0.0
1 73 476.8 3.0 57.6 81.4 2.0 0.014
1 24 756.0 0.0 59.2 68.6 8.2 0.02
3 57 310.25 0.0 52.0 76.0 2.0 0.0
2 84 579.0 1.0 68.6 68.4 7.0 0.0
2 9 1049.0 2.0 63.0 60.2 6.4 0.0
2 3 1515.5 1.0 71.4 69.4 5.8 0.0
2 59 404.8 2.0 58.4 70.0 2.8 0.0
0 67 587.0 1.0 69.0 68.6 8.0 0.0
1 59 590.833333333 2.0 68.8 66.6 6.8 0.0
0 62 219.0 0.0 56.0 63.0 8.0 0.0
2 38 967.0 0.0 52.4 60.8 2.2 0.0
1 61 474.357142857 3.0 50.0 50.0 5.0 0.0
3 42 324.0 0.0 62.4 71.8 6.0 0.056
2 76 18524.75 0.0 55.4 89.2 2.6 0.0
3 61 523.2 1.0 66.2 73.2 7.8 0.0
3 49 3749.5 1.0 64.0 53.4 7.2 0.0
2 2 713.6 1.0 68.6 58.8 7.0 0.0
1 48 723.75 2.0 52.2 67.0 2.0 0.0
1 54 447.111111111 2.0 71.6 65.2 6.4 0.0
1 33 301.0 2.0 56.2 69.6 4.2 0.0
2 47 644.333333333 3.0 53.0 80.4 6.0 0.104
2 48 2212.25 2.0 55.2 76.6 2.6 0.0
3 39 613.0 0.0 60.0 78.0 9.0 0.02
0 8 575.0 1.0 78.0 48.0 6.0 0.0
3 45 313.5 0.0 67.8 57.8 6.6 0.0
2 22 297.5 0.0 57.0 93.0 2.0 0.0
2 31 194.0 0.0 60.0 74.0 9.6 0.0
0 4 263.0 2.0 62.6 64.8 4.4 0.0
3 6 338.0 0.0 52.8 67.2 3.2 0.0
2 39 5638.0 3.0 51.4 63.4 1.2 0.0
1 74 485.882352941 0.0 55.0 77.0 5.0 0.0
2 61 499.0 2.0 68.0 65.8 9.0 0.0
2 77 1037.55172414 2.0 72.2 70.0 7.6 0.0
1 48 1084.5 0.0 60.2 72.8 2.4 0.0
2 71 1759.25 3.0 54.0 83.0 8.0 0.13
2 64 526.235294118 1.0 69.2 67.4 8.4 0.0
2 7 218.0 3.0 52.8 78.2 5.0 0.0
2 41 564.888888889 3.0 40.2 49.2 4.2 0.0
2 3 543.0 1.0 65.6 57.4 6.6 0.0
1 73 1555.75 3.0 50.4 63.0 1.8 0.0
3 14 921.0 1.0 64.2 69.0 7.8 0.0
1 34 418.5 2.0 65.2 42.4 2.4 0.0
0 62 305.5 2.0 61.0 44.0 4.0 0.0
2 49 435.625 3.0 52.6 82.2 3.0 0.172
3 74 701.0 0.0 57.2 70.6 8.0 0.0
3 56 324.0 0.0 50.4 78.8 2.6 0.0
2 42 1517.88888889 0.0 57.0 60.0 4.0 0.0
1 42 551.75 1.0 68.6 58.8 7.0 0.0
1 56 254.857142857 3.0 55.8 80.6 9.4 0.114
3 49 610.0 0.0 61.6 64.8 8.2 0.004
2 39 521.0 2.0 67.6 59.4 5.4 0.0
0 49 239.0 0.0 57.4 71.2 5.6 0.0
2 37 1265.5 2.0 65.8 70.4 7.4 0.0
2 74 557.736842105 2.0 65.0 70.0 9.0 0.0
2 57 532.789473684 2.0 65.4 46.8 3.6 0.0
1 74 456.157894737 0.0 58.8 65.8 6.2 0.006
3 34 572.0 3.0 56.0 74.6 6.2 0.0
2 63 386.0 3.0 61.0 86.0 12.0 1.43
0 70 652.333333333 0.0 54.6 52.0 3.4 0.0
3 75 666.5 0.0 66.4 57.6 5.6 0.0
2 70 1721.66666667 1.0 65.6 72.4 6.8 0.0
1 77 464.19047619 0.0 62.4 62.8 4.4 0.0
1 3 201.0 0.0 75.4 45.6 4.4 0.0
2 67 885.8 2.0 65.4 46.8 3.6 0.0
3 73 570.0 1.0 65.0 70.0 5.8 0.0
3 41 293.5 0.0 49.6 73.2 3.0 0.0
0 70 724.25 0.0 48.8 70.8 5.8 0.0
2 39 1983.51851852 0.0 63.2 62.2 5.6 0.0
2 56 625.153846154 2.0 57.4 72.2 3.0 0.0
2 34 565.333333333 2.0 62.0 60.0 3.0 0.0
3 72 184.0 1.0 69.6 56.8 6.8 0.0
2 48 1540.4 2.0 69.2 72.8 5.2 0.0
2 69 253.6 0.0 56.0 71.0 7.0 0.0
3 48 331.0 2.0 59.6 78.8 3.6 0.004
2 45 471.222222222 1.0 68.0 71.0 8.0 0.0
1 7 429.666666667 0.0 58.4 63.4 8.4 0.0
1 50 813.714285714 1.0 70.4 73.2 7.4 0.0
3 28 376.0 2.0 55.0 77.0 1.0 0.0
1 39 557.181818182 2.0 60.4 62.6 4.4 0.0
2 59 471.4 1.0 66.4 74.8 8.0 0.0
0 68 556.0 0.0 66.0 66.0 5.0 0.0
3 76 466.923076923 0.0 58.0 78.2 4.4 0.0
1 45 1037.0 1.0 72.6 66.6 7.4 0.0
3 13 429.0 0.0 62.0 62.2 5.6 0.0
0 62 207.0 0.0 55.0 69.0 3.0 0.0
1 76 470.857142857 2.0 65.0 64.6 9.6 0.0
3 42 584.0 0.0 55.6 80.4 5.4 0.082
2 11 291.0 0.0 62.0 62.4 11.0 0.0
2 46 872.0 2.0 76.2 52.8 4.2 0.0
3 61 643.0 1.0 67.6 75.4 7.2 0.0
2 41 542.625 0.0 57.4 71.2 5.6 0.0
2 14 937.0 1.0 67.8 68.8 6.8 0.0
1 71 3912.0 1.0 68.6 66.4 7.4 0.0
0 4 277.0 2.0 57.8 77.2 3.4 0.0
2 71 765.333333333 0.0 59.8 65.2 3.4 0.0
1 63 5180.5 1.0 68.0 70.8 7.4 0.0
2 41 479.0 3.0 43.8 63.8 8.6 0.064
1 38 175.0 0.0 65.2 58.0 5.2 0.0
0 32 349.0 2.0 69.8 67.6 6.6 0.0
1 58 2841.66666667 0.0 59.4 66.8 7.6 0.0
2 54 493.307692308 0.0 56.8 47.4 11.6 0.0
0 55 497.666666667 1.0 65.0 70.0 5.8 0.0
3 50 446.5 2.0 65.6 74.6 4.4 0.0
2 48 954.25 1.0 64.2 69.0 7.8 0.0
3 59 216.0 2.0 70.0 66.8 7.2 0.0
2 2 520.666666667 0.0 58.8 70.0 6.8 0.0
1 71 419.166666667 0.0 55.2 73.8 2.0 0.0
3 74 429.5 3.0 48.0 60.0 3.0 0.0
1 77 362.642857143 2.0 59.2 62.4 4.2 0.0
3 30 330.0 0.0 63.0 63.6 7.6 0.0
2 3 329.0 0.0 55.2 74.6 3.6 0.002
2 9 270.0 0.0 60.0 66.4 7.4 0.0
2 72 1492.0 2.0 69.0 53.0 4.0 0.0
1 6 979.0 1.0 61.4 66.2 8.8 0.0
1 28 423.0 0.0 57.4 60.6 4.4 0.0
3 73 517.0 2.0 53.2 73.8 3.0 0.0
2 59 738.2 1.0 66.2 62.2 7.6 0.0
1 65 513.8 2.0 61.4 68.4 4.2 0.0
3 42 434.0 0.0 52.4 60.8 2.2 0.0
2 3 405.666666667 0.0 75.4 35.6 5.2 0.0
1 39 572.0 1.0 65.6 71.4 9.4 0.0
