2694 56.4 79.2 4.6 0.208
161 62.0 60.2 11.8 0.0
157 57.8 61.4 2.4 0.0
301 68.4 73.0 8.4 0.0
982 67.0 79.0 9.0 0.0
141 60.6 58.2 2.0 0.0
188 68.6 56.8 5.0 0.0
445 57.0 64.0 3.0 0.0
659 53.8 54.2 2.2 0.0
363 59.8 70.0 3.0 0.0
207 55.2 78.6 4.0 0.0
655 56.6 69.0 5.2 0.0
128 55.6 64.6 6.4 0.002
322 59.0 50.6 1.2 0.0
4877 63.4 76.6 6.2 0.35
467 71.4 65.6 5.8 0.0
156 62.0 46.6 8.4 0.0
176 63.0 60.2 6.4 0.0
613 51.6 69.0 1.4 0.0
164 65.8 68.8 5.6 0.0
1337 70.8 74.0 7.4 0.0
169 58.6 73.2 3.4 0.0
181 68.6 71.2 7.2 0.0
143 52.2 73.6 3.2 0.0
382 72.2 70.0 7.6 0.0
130 58.8 46.6 3.0 0.0
255 60.8 58.6 3.2 0.0
147 53.0 69.2 1.0 0.0
178 58.0 74.0 2.6 0.0
582 69.2 70.4 6.8 0.0
159 62.8 61.0 6.2 0.0
168 54.8 53.8 4.8 0.0
362 56.2 82.2 4.8 0.0
2485 65.6 75.0 8.0 0.0
352 57.8 36.0 6.0 0.0
150 62.8 50.8 6.4 0.0
138 57.6 65.8 9.6 0.0
3916 55.2 52.2 3.6 0.0
160 55.4 66.0 6.0 0.0
143 60.0 73.6 3.2 0.0
153 54.6 66.8 1.6 0.0
503 71.4 67.6 4.6 0.0
137 62.0 64.2 3.4 0.0
22079 53.8 70.8 1.2 0.0
329 65.0 64.6 9.6 0.0
162 55.4 68.6 3.6 0.0
179 67.6 59.4 5.4 0.0
140 56.8 88.4 5.4 0.348
162 56.2 69.6 4.2 0.0
479 61.0 80.0 9.0 0.0
