1 270.0 3.0 48.8 71.8 3.8 0.0
0 2694.66666667 2.0 56.4 79.2 4.6 0.208
3 612.0 1.0 68.2 68.8 8.0 0.0
3 921.0 2.0 69.2 70.4 5.0 0.0
3 674.5 3.0 61.6 80.6 4.6 0.006
2 1009.5 3.0 50.2 54.2 8.2 0.0
2 815.333333333 2.0 65.4 73.2 5.2 0.0
1 540.4 2.0 57.0 73.0 4.4 0.0
3 813.5 1.0 69.8 71.2 6.6 0.0
2 564.888888889 3.0 40.2 49.2 4.2 0.0
3 293.5 0.0 49.6 73.2 3.0 0.0
2 542.625 0.0 57.4 71.2 5.6 0.0
2 479.0 3.0 43.8 63.8 8.6 0.064
1 2107.5 0.0 57.2 59.0 3.4 0.0
1 450.0 1.0 71.0 69.0 7.6 0.0
2 598.363636364 2.0 72.2 70.0 7.6 0.0
3 535.0 2.0 63.0 79.6 6.4 0.0
1 444.4 0.0 53.0 76.6 5.0 0.004
2 492.3125 2.0 57.0 50.0 6.0 0.0
1 1377.5 0.0 45.8 74.0 2.4 0.0
2 1441.5 1.0 73.0 68.8 5.6 0.0
3 526.0 2.0 68.0 46.0 9.0 0.0
2 355.6 0.0 59.0 73.0 3.0 0.0
3 659.333333333 0.0 63.0 63.6 7.6 0.0
3 258.0 2.0 64.8 78.0 6.2 0.0
2 2062.0 0.0 55.4 68.6 7.4 0.008
3 918.0 0.0 47.4 70.4 4.6 0.022
2 6517.33333333 1.0 70.6 60.2 6.2 0.0
2 567.214285714 1.0 64.2 70.6 8.0 0.0
2 1200.5 1.0 68.6 68.4 7.0 0.0
0 178.0 3.0 48.0 43.6 2.4 0.0
1 416.0 0.0 47.6 69.0 2.0 0.0
1 1158.0 2.0 56.0 72.0 9.0 0.0
2 685.3 2.0 63.0 79.6 6.4 0.0
0 188.0 3.0 40.2 49.2 4.2 0.0
2 645.4 0.0 57.0 57.0 13.0 0.0
2 689.142857143 2.0 52.2 73.6 3.2 0.0
3 685.75 1.0 70.8 58.2 8.2 0.0
2 747.583333333 2.0 69.2 70.4 5.0 0.0
1 351.666666667 0.0 61.4 72.8 6.2 0.0
