650 63.0 79.6 6.4 0.0
289 65.0 70.0 9.0 0.0
296 68.6 73.6 6.2 0.0
286 60.0 66.8 5.2 0.0
316 69.0 69.0 8.0 0.0
275 65.6 74.6 4.4 0.0
330 70.6 73.4 6.6 0.002
364 65.4 76.0 6.2 0.32
475 58.6 78.4 4.2 0.0
282 56.0 83.0 4.0 0.0
259 71.6 43.0 3.6 0.0
287 54.0 55.0 5.0 0.0
281 69.8 67.6 6.6 0.0
342 58.4 70.0 2.8 0.0
574 64.8 64.6 2.4 0.0
278 62.6 64.8 4.4 0.0
223 54.8 63.2 2.4 0.0
315 68.6 64.0 5.8 0.0
596 65.8 66.2 4.6 0.0
242 62.0 61.6 2.2 0.0
265 68.0 66.0 5.0 0.0
2476 65.4 73.2 5.2 0.0
277 68.0 71.0 8.0 0.0
295 53.4 63.6 3.2 0.0
283 68.8 66.6 6.8 0.0
444 74.6 41.8 3.4 0.0
340 71.4 65.6 5.8 0.0
583 61.0 84.6 6.6 0.088
418 61.4 68.4 4.2 0.0
100969 66.2 73.6 6.2 0.0
485 60.2 70.2 6.8 0.042
315 68.0 65.0 6.0 0.0
468 67.4 74.0 6.8 0.0
21581 64.0 77.0 6.0 0.0
308 62.0 65.0 4.0 0.0
289 64.8 78.0 6.2 0.0
349 71.6 65.2 6.4 0.0
280 62.0 68.0 9.0 0.01
268 56.0 64.8 3.4 0.0
338 72.2 70.0 7.6 0.0
356 60.6 66.4 6.6 0.0
560 68.2 75.2 5.8 0.0
385 60.2 78.4 3.2 0.004
257 61.2 59.0 3.6 0.032
310 60.6 68.2 3.8 0.0
474 69.6 68.8 4.8 0.0
298 63.6 79.6 5.0 0.0
285 57.0 69.0 4.0 0.0
279 55.0 73.0 3.0 0.0
367 60.4 64.8 5.6 0.0
261 59.8 85.6 5.8 0.194
300 69.2 53.0 4.8 0.0
369 69.8 54.2 4.2 0.0
250 57.0 75.2 5.8 0.01
338 61.8 69.2 3.4 0.0
319 65.4 70.0 6.8 0.0
1965 66.0 67.0 7.0 0.0
640 67.6 72.2 7.0 0.0
328 67.8 68.6 4.0 0.0
406 65.2 72.6 5.0 0.0
495 68.4 73.0 8.4 0.0
368 64.6 73.0 4.4 0.0
405 69.0 76.8 6.4 0.0
374 59.6 78.8 3.6 0.004
304 56.0 85.8 3.4 0.184
300 55.2 52.2 3.6 0.0
261 63.2 68.8 8.8 0.0
