2 723.5 0.0 57.0 55.4 3.2 0.0
1 530.8 2.0 65.2 72.2 3.2 0.002
2 647.0 2.0 66.0 67.0 7.0 0.0
2 578.0 2.0 56.8 88.4 5.4 0.348
1 344.0 3.0 58.8 83.0 2.8 0.0
3 320.0 0.0 60.0 64.0 6.0 0.0
2 9974.0 0.0 55.8 81.4 3.4 0.006
2 644.333333333 3.0 53.0 80.4 6.0 0.104
1 1710.5 0.0 64.0 61.2 11.6 0.0
3 1170.0 2.0 61.2 59.0 3.6 0.032
3 333.0 1.0 64.8 74.6 8.4 0.0
2 791.8 1.0 67.4 63.8 8.4 0.0
3 793.0 1.0 68.2 68.8 8.0 0.0
1 442.571428571 1.0 68.6 70.2 8.2 0.0
1 325.0 0.0 63.0 66.2 7.2 0.0
1 397.25 2.0 60.0 73.6 3.2 0.0
3 319.5 0.0 62.4 66.2 5.8 0.0
3 766.0 2.0 63.4 76.6 6.2 0.35
2 896.375 3.0 58.8 83.0 2.8 0.0
2 540.5 0.0 57.4 67.2 5.6 0.0
3 251.0 0.0 61.0 66.0 4.0 0.0
1 502.166666667 1.0 67.6 66.8 6.2 0.0
1 390.5 2.0 62.6 74.2 6.0 0.006
2 310.625 1.0 69.8 70.8 6.6 0.0
3 547.0 3.0 60.4 82.8 6.4 0.028
1 600.5 2.0 68.2 75.2 5.8 0.0
2 266.333333333 0.0 68.6 59.6 3.6 0.0
1 1195.14285714 0.0 58.4 81.6 3.2 0.0
1 1079.92857143 0.0 69.4 63.8 5.0 0.0
1 337.4 0.0 57.6 67.8 5.2 0.0
3 503.4 2.0 55.6 64.6 6.4 0.002
2 395.0 0.0 42.8 69.4 2.0 0.0
2 1056.53846154 0.0 52.8 67.2 3.2 0.0
1 909.3 1.0 71.4 69.4 5.8 0.0
1 643.0 0.0 53.6 70.2 3.0 0.0
2 8183.5 2.0 54.6 66.8 1.6 0.0
2 370.0 0.0 74.8 35.2 4.2 0.0
1 378.0 1.0 68.0 70.8 7.4 0.0
0 323.0 2.0 69.0 76.8 6.4 0.0
0 326.0 0.0 58.4 58.2 8.2 0.0
1 466.666666667 2.0 62.6 64.8 4.4 0.0
2 403.3 1.0 67.6 72.0 7.6 0.0
3 428.0 3.0 39.2 60.2 4.6 0.0
3 423.0 0.0 56.0 66.6 5.4 0.022
1 541.5 3.0 58.0 76.2 2.8 0.004
1 261.0 0.0 58.4 81.4 4.2 0.0
1 233.0 1.0 64.8 74.6 8.4 0.0
3 1095.0 2.0 62.0 77.0 16.0 0.0
2 850.333333333 2.0 68.4 65.0 4.8 0.0
0 694.0 2.0 62.0 65.0 4.0 0.0
3 469.5 0.0 58.4 81.6 3.2 0.0
2 380.3 0.0 53.6 46.8 4.2 0.0
2 737.5 2.0 57.0 76.0 4.4 0.0
0 327.5 0.0 66.0 66.0 5.0 0.0
2 379.222222222 2.0 55.8 67.0 1.8 0.0
3 399.5 1.0 67.4 63.8 8.4 0.0
2 752.2 2.0 62.8 64.0 3.0 0.0
2 12417.8 3.0 56.0 76.6 8.6 0.306
2 683.142857143 2.0 57.0 73.0 4.4 0.0
0 489.0 0.0 52.8 70.0 1.8 0.0
2 463.8 0.0 57.6 67.8 5.2 0.0
1 842.666666667 0.0 52.8 71.0 4.4 0.0
1 1530.0 0.0 59.0 66.8 7.6 0.0
3 414.5 2.0 60.4 64.8 5.6 0.0
3 667.333333333 0.0 73.0 42.8 5.2 0.0
2 531.5 0.0 57.4 68.2 7.0 0.0
2 591.307692308 2.0 69.8 67.6 6.6 0.0
1 363.714285714 2.0 65.8 68.8 5.6 0.0
2 1265.42857143 0.0 48.8 70.8 5.8 0.0
2 625.0 0.0 54.4 61.8 10.2 0.0
2 450.428571429 1.0 65.2 65.6 9.8 0.0
3 243.0 2.0 56.4 79.2 4.6 0.208
2 447.714285714 0.0 58.4 50.0 4.4 0.0
2 408.0 3.0 52.6 82.2 3.0 0.172
1 6536.75 0.0 60.8 72.8 5.4 0.0
3 383.0 0.0 50.8 71.8 4.6 0.0
3 740.5 0.0 52.8 70.0 1.8 0.0
2 544.0 0.0 59.6 70.2 7.8 0.004
3 677.0 1.0 65.0 70.0 5.8 0.0
2 517.0 2.0 60.4 64.8 5.6 0.0
2 542.5 0.0 51.4 71.6 3.0 0.0
1 521.25 2.0 55.8 67.0 1.8 0.0
2 542.0 2.0 53.4 63.6 3.2 0.0
3 425.0 0.0 59.8 67.2 8.2 0.0
2 1471.9 0.0 64.8 68.8 7.6 0.0
1 364.25 0.0 62.2 64.0 11.6 0.0
1 416.0 0.0 52.0 68.2 4.6 0.02
3 430.5 2.0 62.8 50.8 6.4 0.0
2 2185.08333333 2.0 66.4 71.8 6.0 0.0
2 486.230769231 2.0 65.2 72.2 3.2 0.002
2 2368.5 0.0 59.2 62.2 6.2 0.0
2 207.0 1.0 67.6 71.0 8.0 0.0
1 456.666666667 0.0 55.2 68.0 6.0 0.048
1 447.727272727 0.0 53.2 52.8 2.0 0.0
3 545.5 2.0 70.2 64.4 4.2 0.0
2 527.272727273 1.0 68.0 66.0 7.4 0.0
3 310.0 0.0 58.0 61.0 7.0 0.0
1 351.666666667 0.0 53.8 57.8 9.0 0.0
1 317.666666667 0.0 54.0 73.0 6.0 0.0
3 503.5 1.0 72.6 70.4 7.2 0.0
3 669.0 0.0 52.8 70.2 6.6 0.008
3 386.0 2.0 60.0 66.0 7.0 0.0
0 626.222222222 2.0 70.8 74.0 7.4 0.0
2 11865.8 1.0 71.0 68.0 6.2 0.0
3 367.75 2.0 69.2 53.0 4.8 0.0
0 779.5 0.0 51.0 60.8 1.8 0.0
2 557.875 0.0 61.0 56.4 6.0 0.0
3 607.0 2.0 56.0 72.0 9.0 0.0
1 1060.66666667 2.0 53.2 73.8 3.0 0.0
3 556.0 0.0 55.0 65.0 2.0 0.0
3 160.0 0.0 61.0 77.0 22.0 0.91
1 593.25 2.0 53.4 63.6 3.2 0.0
1 403.25 0.0 64.8 68.8 7.6 0.0
3 669.0 0.0 56.0 73.0 7.0 0.036
2 503.0 2.0 57.8 77.2 3.4 0.0
2 514.0 1.0 62.6 66.8 8.0 0.0
1 5553.5 0.0 55.4 72.2 8.0 0.132
2 793.0 2.0 63.0 30.0 14.0 0.0
2 716.5 0.0 57.4 60.6 4.4 0.0
2 571.875 2.0 65.8 55.4 5.0 0.0
3 466.5 1.0 66.4 74.8 8.0 0.0
2 529.384615385 2.0 64.8 64.6 2.4 0.0
2 502.285714286 0.0 59.4 64.2 8.6 0.0
2 1435.33333333 0.0 56.8 54.4 1.8 0.0
2 687.0 2.0 55.2 76.6 2.6 0.0
2 6024.55555556 0.0 60.6 58.2 6.8 0.0
2 244.333333333 0.0 54.2 59.2 7.8 0.0
2 642.0 3.0 55.0 43.0 3.0 0.0
2 529.333333333 0.0 59.4 47.4 4.0 0.0
1 327.875 2.0 52.2 73.6 3.2 0.0
2 3177.0 2.0 56.6 69.0 5.2 0.0
3 535.0 0.0 60.4 70.4 2.0 0.0
3 743.0 2.0 67.2 71.2 7.2 0.0
0 156.0 0.0 58.2 57.0 3.0 0.0
3 472.0 2.0 69.2 70.4 6.8 0.0
1 482.5 0.0 57.8 67.0 3.6 0.0
3 653.5 1.0 69.8 67.8 7.6 0.0
1 1987.625 1.0 73.0 68.8 5.6 0.0
1 2113.0 1.0 70.0 73.2 9.0 0.0
2 655.3 2.0 72.0 57.2 3.6 0.0
3 523.5 2.0 57.0 73.0 4.4 0.0
3 601.0 3.0 48.0 43.6 2.4 0.0
2 541.230769231 0.0 56.0 53.4 8.0 0.0
1 1296.0 2.0 62.0 64.2 3.4 0.0
1 488.666666667 0.0 75.4 45.6 4.4 0.0
2 587.235294118 2.0 60.0 70.0 6.0 0.0
2 461.5 0.0 58.8 72.6 8.6 0.0
1 577.571428571 3.0 43.2 51.0 3.4 0.0
1 394.833333333 1.0 64.8 65.8 7.2 0.0
2 41000.5 1.0 65.6 69.8 8.6 0.0
3 672.0 1.0 70.6 65.4 8.0 0.002
1 365.0 2.0 56.2 82.2 4.8 0.0
1 415.166666667 0.0 59.4 47.4 4.0 0.0
1 407.0 0.0 61.6 42.8 10.6 0.0
1 1625.75 0.0 60.0 74.0 9.6 0.0
2 1194.0 2.0 57.0 73.0 9.0 0.0
3 402.75 0.0 58.8 70.0 6.8 0.0
1 4305.75 0.0 52.6 72.0 5.2 0.032
2 231.0 2.0 56.2 61.6 3.8 0.002
1 559.0 0.0 58.0 68.4 9.0 0.0
2 456.285714286 0.0 56.0 84.6 5.2 0.0
3 1239.0 2.0 65.8 55.4 5.0 0.0
2 620.428571429 0.0 72.8 36.6 5.0 0.0
2 446.333333333 0.0 59.8 57.8 6.2 0.0
3 193.0 2.0 66.4 71.8 6.0 0.0
1 439.375 0.0 47.4 70.4 4.6 0.022
2 367.0 3.0 43.6 65.4 5.4 0.122
1 362.25 2.0 70.6 65.6 4.4 0.0
3 436.0 0.0 51.0 73.0 5.0 0.0
2 518.8125 2.0 69.0 67.0 9.0 0.0
3 1328.5 3.0 60.0 83.4 4.4 0.018
3 414.0 0.0 61.0 40.0 11.0 0.0
2 447.857142857 0.0 60.0 64.0 6.0 0.0
1 389.666666667 2.0 54.8 63.2 2.4 0.0
0 869.0 1.0 69.6 66.0 7.0 0.0
2 422.0 0.0 63.6 70.6 8.0 0.0
3 480.0 0.0 60.2 70.0 6.6 0.0
1 365.75 0.0 47.0 70.0 4.2 0.0
2 455.0 3.0 58.2 86.0 7.0 0.94
2 523.0 2.0 69.8 54.2 4.2 0.0
1 418.142857143 3.0 47.4 65.4 1.0 0.0
1 641.0 0.0 53.8 57.0 3.0 0.0
1 227.0 0.0 53.2 55.0 1.8 0.0
1 14408.0 1.0 69.0 72.2 6.8 0.0
1 4796.88888889 1.0 69.8 67.8 7.6 0.0
0 480.0 0.0 53.0 83.0 2.6 0.0
0 155.0 0.0 57.0 65.0 6.0 0.0
