2.0 280.0 66.2 73.2 7.8 0.0
1.0 330.5 69.0 73.0 6.8 0.0
2.0 360.0 65.2 63.8 10.2 0.0
2.0 407.0 64.4 66.2 7.8 0.0
2.0 267.0 66.6 73.2 7.4 0.0
1.0 342.5 67.2 67.6 9.0 0.0
2.0 168.0 64.2 70.6 8.0 0.0
1.0 223.5 64.0 53.4 7.2 0.0
1.0 235.0 65.6 57.4 6.6 0.0
2.0 342.0 63.2 65.0 7.2 0.0
3.0 3696.0 77.2 53.0 6.0 0.0
3.0 629.0 72.6 70.4 7.2 0.0
0.0 222.0 67.4 63.8 8.4 0.0
2.0 285.4 70.8 58.2 8.2 0.0
2.0 381.0 69.8 71.2 6.6 0.0
2.0 430.0 65.2 65.6 9.8 0.0
2.0 311.0 70.4 73.2 7.4 0.0
2.0 217.0 63.2 70.4 9.6 0.0
2.0 217.0 70.6 67.2 7.0 0.0
2.0 538.666666667 67.6 71.8 6.0 0.0
2.0 323.0 66.2 62.2 7.6 0.0
1.0 867.0 69.4 72.2 6.4 0.0
2.0 250.0 68.0 70.4 8.0 0.0
2.0 221.0 67.8 68.8 6.8 0.0
1.0 556.0 70.4 73.2 7.4 0.0
1.0 337.0 77.2 53.0 6.0 0.0
2.0 370.5 72.4 64.6 6.6 0.0
2.0 293.0 62.6 66.8 8.0 0.0
2.0 689.0 69.4 72.2 6.4 0.0
2.0 494.2 64.2 69.0 7.8 0.0
3.0 502.0 70.2 73.6 8.4 0.0
3.0 10871.0 68.6 68.4 7.0 0.0
2.0 329.5 64.0 53.4 7.2 0.0
2.0 1090.0 69.0 68.6 8.0 0.0
2.0 503.0 69.2 67.4 8.4 0.0
2.0 258.5 71.4 69.4 5.8 0.0
2.0 1417.4 71.2 70.2 9.0 0.0
1.0 462.0 68.6 70.4 7.0 0.0
2.0 450.0 69.0 73.0 6.8 0.0
2.0 251.0 67.4 68.4 8.6 0.0
2.0 412.333333333 69.6 73.6 6.0 0.0
2.0 506.0 66.8 72.4 7.2 0.0
3.0 1417.0 67.6 66.8 6.2 0.0
2.0 237.0 69.6 66.0 7.0 0.0
2.0 331.0 67.8 72.0 8.6 0.0
3.0 483.0 67.8 72.0 8.6 0.0
1.0 369.0 67.6 66.8 6.2 0.0
1.0 602.0 65.2 63.8 10.2 0.0
1.0 272.0 61.2 63.2 9.4 0.0
2.0 469.0 68.6 68.4 7.0 0.0
1.0 261.0 68.2 68.8 8.0 0.0
3.0 466.0 71.2 70.2 9.0 0.0
2.0 337.666666667 68.6 70.4 7.0 0.0
2.0 244.0 69.4 72.8 7.6 0.0
1.0 195.0 68.8 70.2 7.2 0.0
1.0 2399.0 70.2 73.6 8.4 0.0
2.0 338.5 67.2 69.8 9.4 0.004
3.0 586.0 68.0 71.2 8.4 0.0
2.0 290.666666667 71.0 69.0 7.6 0.0
2.0 253.666666667 70.0 70.0 7.0 0.0
3.0 343.333333333 69.8 67.8 7.6 0.0
2.0 548.0 66.4 74.8 8.0 0.0
2.0 263.666666667 65.0 70.0 5.8 0.0
1.0 2040.66666667 68.4 65.0 6.0 0.0
2.0 288.0 64.8 65.8 7.2 0.0
0.0 2224.0 73.0 68.8 5.6 0.0
1.0 272.0 62.0 68.4 8.0 0.0
2.0 373.333333333 68.4 65.0 6.0 0.0
2.0 323.333333333 68.0 66.0 7.4 0.0
1.0 854.0 64.8 65.8 7.2 0.0
1.0 285.0 67.8 72.0 8.6 0.0
2.0 279.0 67.4 63.8 8.4 0.0
2.0 278.5 68.4 75.0 6.2 0.0
3.0 946.666666667 65.6 72.4 6.8 0.0
2.0 282.0 65.6 57.4 6.6 0.0
2.0 348.5 70.4 48.2 6.0 0.0
2.0 290.0 62.0 68.4 8.0 0.0
2.0 274.0 64.6 71.4 6.4 0.0
2.0 399.333333333 68.6 58.8 7.0 0.0
2.0 431.0 65.0 63.2 6.2 0.0
1.0 726.0 66.2 71.4 8.4 0.0
2.0 311.666666667 67.8 73.0 7.2 0.0
1.0 434.5 62.6 66.8 8.0 0.0
2.0 325.25 68.0 66.8 7.8 0.0
2.0 866.5 70.2 73.6 8.4 0.0
1.0 292.0 71.2 70.2 9.0 0.0
2.0 291.666666667 67.6 72.0 7.6 0.0
2.0 718.0 67.6 66.8 6.2 0.0
2.0 889.666666667 70.6 65.4 8.0 0.002
2.0 361.5 69.8 70.8 6.6 0.0
2.0 553.0 75.2 63.0 6.4 0.0
1.0 376.0 68.0 66.8 7.8 0.0
2.0 211.0 68.6 70.2 8.2 0.0
1.0 267.0 70.0 70.0 7.0 0.0
2.0 323.0 66.4 65.0 9.0 0.0
2.0 274.0 61.2 63.2 9.4 0.0
2.0 524.0 64.8 74.6 8.4 0.0
2.0 223.5 72.6 70.4 7.2 0.0
1.0 514.0 69.0 72.2 6.8 0.0
2.0 275.0 68.8 70.2 7.2 0.0
2.0 278.0 69.8 67.8 7.6 0.0
1.0 1285.5 65.0 66.4 6.6 0.0
2.0 445.0 66.0 69.4 7.6 0.0
1.0 981.0 69.6 73.6 6.0 0.0
